epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
41,3265.19,1.11906,1.29538,1.04721,0.03104,0.48151,0.31177,0.279,0.19814,0.96475,1.01475,1.00545,0.0168,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
42,3335.4,1.1105,1.29384,1.0531,0.03395,0.39288,0.32993,0.27262,0.19537,0.95442,1.00791,1.00233,0.01798,0.02951,0.00983666,0.02951,0.00983666,0.02951,0.00983666,0.02951,0.00983666
43,3406,1.11746,1.29156,1.04741,0.03173,0.49347,0.33412,0.29041,0.2059,0.95123,1.00599,0.99877,0.01664,0.0294859,0.00982864,0.0294859,0.00982864,0.0294859,0.00982864,0.0294859,0.00982864
44,3474.32,1.11559,1.30145,1.03915,0.03181,0.5066,0.31718,0.27658,0.19317,1.00926,1.03946,1.02165,0.01713,0.0294613,0.00982043,0.0294613,0.00982043,0.0294613,0.00982043,0.0294613,0.00982043
45,3544.53,1.12145,1.29466,1.03287,0.03158,0.77792,0.28509,0.2926,0.2075,0.95051,0.99798,0.99958,0.01565,0.0294361,0.00981204,0.0294361,0.00981204,0.0294361,0.00981204,0.0294361,0.00981204
46,3606.93,1.13465,1.31694,1.04929,0.03259,0.42014,0.3104,0.2891,0.20867,0.94408,0.99657,0.99889,0.01627,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
47,3676.65,1.11745,1.28031,1.02889,0.03172,0.51947,0.3271,0.2951,0.21303,0.94726,0.989,0.99602,0.01578,0.029384,0.00979468,0.029384,0.00979468,0.029384,0.00979468,0.029384,0.00979468
48,3745.69,1.10382,1.27137,1.03586,0.03079,0.49321,0.34437,0.29919,0.21362,0.93621,0.99367,0.9932,0.01513,0.0293572,0.00978572,0.0293572,0.00978572,0.0293572,0.00978572,0.0293572,0.00978572
49,3815.79,1.13917,1.31552,1.04563,0.03349,0.51768,0.31736,0.29813,0.21474,0.94236,0.98614,0.99601,0.01569,0.0293297,0.00977658,0.0293297,0.00977658,0.0293297,0.00977658,0.0293297,0.00977658
50,3880.29,1.10598,1.26993,1.03986,0.02948,0.51923,0.33677,0.28844,0.20341,0.95852,1.01635,1.0017,0.01592,0.0293017,0.00976725,0.0293017,0.00976725,0.0293017,0.00976725,0.0293017,0.00976725
51,3950.44,1.09845,1.27941,1.03583,0.03086,0.42625,0.34923,0.30016,0.21197,0.94828,0.98058,0.99421,0.01564,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
